image_name,Imager_id,generation,sex,selection,replicate,sampling,trait,individual_id,length,repeat_measure
JK_350_F_C_1_S_T_17,JK,350,F,C,1,S,T,17,1.07,1
JK_350_F_C_1_S_T_18,JK,350,F,C,1,S,T,18,0.926,1
JK_350_F_C_1_S_T_19,JK,350,F,C,1,S,T,19,1.056,1
JK_350_F_C_1_S_T_20,JK,350,F,C,1,S,T,20,1.038,1
JK_350_F_C_2_S_L-F_1,JK,350,F,C,2,S,L-F,1,0.57,1
JK_350_F_C_2_S_L-Ti_1,JK,350,F,C,2,S,L-Ti,1,0.443,1
JK_350_F_C_2_S_L-Ta_1,JK,350,F,C,2,S,L-Ta,1,0.196,1
JK_350_F_C_2_S_L-F_2,JK,350,F,C,2,S,L-F,2,0.584,1
JK_350_F_C_2_S_L-Ti_2,JK,350,F,C,2,S,L-Ti,2,0.471,1
JK_350_F_C_2_S_L-Ta_2,JK,350,F,C,2,S,L-Ta,2,0.21,1
JK_350_F_C_2_S_L-F_3,JK,350,F,C,2,S,L-F,3,0.574,1
JK_350_F_C_2_S_L-Ti_3,JK,350,F,C,2,S,L-Ti,3,0.475,1
JK_350_F_C_2_S_L-Ta_3,JK,350,F,C,2,S,L-Ta,3,0.205,1
JK_350_F_C_2_S_L-F_4,JK,350,F,C,2,S,L-F,4,0.55,1
JK_350_F_C_2_S_L-Ti_4,JK,350,F,C,2,S,L-Ti,4,0.456,1
JK_350_F_C_2_S_L-Ta_4,JK,350,F,C,2,S,L-Ta,4,0.187,1
JK_350_F_C_2_S_L-F_5,JK,350,F,C,2,S,L-F,5,0.589,1
JK_350_F_C_2_S_L-Ti_5,JK,350,F,C,2,S,L-Ti,5,0.43,1
JK_350_F_C_2_S_L-Ta_5,JK,350,F,C,2,S,L-Ta,5,0.193,1
JK_350_F_C_2_S_L-F_6,JK,350,F,C,2,S,L-F,6,0.621,1
JK_350_F_C_2_S_L-Ti_6,JK,350,F,C,2,S,L-Ti,6,0.491,1
JK_350_F_C_2_S_L-Ta_6,JK,350,F,C,2,S,L-Ta,6,0.225,1
JK_350_F_C_2_S_L-F_7,JK,350,F,C,2,S,L-F,7,0.534,1
JK_350_F_C_2_S_L-Ti_7,JK,350,F,C,2,S,L-Ti,7,0.418,1
JK_350_F_C_2_S_L-Ta_7,JK,350,F,C,2,S,L-Ta,7,0.181,1
JK_350_F_C_2_S_L-F_8,JK,350,F,C,2,S,L-F,8,0.577,1
JK_350_F_C_2_S_L-Ti_8,JK,350,F,C,2,S,L-Ti,8,0.487,1
JK_350_F_C_2_S_L-Ta_8,JK,350,F,C,2,S,L-Ta,8,0.221,1
JK_350_F_C_2_S_L-F_9,JK,350,F,C,2,S,L-F,9,0.519,1
JK_350_F_C_2_S_L-Ti_9,JK,350,F,C,2,S,L-Ti,9,0.43,1
JK_350_F_C_2_S_L-Ta_9,JK,350,F,C,2,S,L-Ta,9,0.154,1
JK_350_F_C_2_S_L-F_10,JK,350,F,C,2,S,L-F,10,0.485,1
JK_350_F_C_2_S_L-Ti_10,JK,350,F,C,2,S,L-Ti,10,0.449,1
JK_350_F_C_2_S_L-Ta_10,JK,350,F,C,2,S,L-Ta,10,0.174,1
JK_350_F_C_2_S_L-F_11,JK,350,F,C,2,S,L-F,11,0.535,1
JK_350_F_C_2_S_L-Ti_11,JK,350,F,C,2,S,L-Ti,11,0.433,1
JK_350_F_C_2_S_L-Ta_11,JK,350,F,C,2,S,L-Ta,11,0.167,1
JK_350_F_C_2_S_L-F_12,JK,350,F,C,2,S,L-F,12,0.513,1
JK_350_F_C_2_S_L-Ti_12,JK,350,F,C,2,S,L-Ti,12,0.421,1
JK_350_F_C_2_S_L-Ta_12,JK,350,F,C,2,S,L-Ta,12,0.17,1
JK_350_F_C_2_S_L-F_13,JK,350,F,C,2,S,L-F,13,0.572,1
JK_350_F_C_2_S_L-Ti_13,JK,350,F,C,2,S,L-Ti,13,0.464,1
JK_350_F_C_2_S_L-Ta_13,JK,350,F,C,2,S,L-Ta,13,0.197,1
JK_350_F_C_2_S_L-F_14,JK,350,F,C,2,S,L-F,14,0.602,1
JK_350_F_C_2_S_L-Ti_14,JK,350,F,C,2,S,L-Ti,14,0.436,1
JK_350_F_C_2_S_L-Ta_14,JK,350,F,C,2,S,L-Ta,14,0.203,1
JK_350_F_C_2_S_L-F_15,JK,350,F,C,2,S,L-F,15,0.561,1
JK_350_F_C_2_S_L-Ti_15,JK,350,F,C,2,S,L-Ti,15,0.442,1
JK_350_F_C_2_S_L-Ta_15,JK,350,F,C,2,S,L-Ta,15,0.189,1
JK_350_F_C_2_S_L-F_16,JK,350,F,C,2,S,L-F,16,0.525,1
JK_350_F_C_2_S_L-Ti_16,JK,350,F,C,2,S,L-Ti,16,0.389,1
JK_350_F_C_2_S_L-Ta_16,JK,350,F,C,2,S,L-Ta,16,0.179,1
JK_350_F_C_2_S_L-F_17,JK,350,F,C,2,S,L-F,17,0.521,1
JK_350_F_C_2_S_L-Ti_17,JK,350,F,C,2,S,L-Ti,17,0.427,1
JK_350_F_C_2_S_L-Ta_17,JK,350,F,C,2,S,L-Ta,17,0.172,1
JK_350_F_C_2_S_L-F_18,JK,350,F,C,2,S,L-F,18,0.456,1
JK_350_F_C_2_S_L-Ti_18,JK,350,F,C,2,S,L-Ti,18,0.377,1
JK_350_F_C_2_S_L-Ta_18,JK,350,F,C,2,S,L-Ta,18,0.157,1
JK_350_F_C_2_S_L-F_19,JK,350,F,C,2,S,L-F,19,0.492,1
JK_350_F_C_2_S_L-Ti_19,JK,350,F,C,2,S,L-Ti,19,0.399,1
JK_350_F_C_2_S_L-Ta_19,JK,350,F,C,2,S,L-Ta,19,0.177,1
JK_350_F_C_2_S_L-F_20,JK,350,F,C,2,S,L-F,20,0.564,1
JK_350_F_C_2_S_L-Ti_20,JK,350,F,C,2,S,L-Ti,20,0.445,1
JK_350_F_C_2_S_L-Ta_20,JK,350,F,C,2,S,L-Ta,20,0.191,1
JK_350_F_C_2_S_T_1,JK,350,F,C,2,S,T,1,0.961,1
JK_350_F_C_2_S_T_2,JK,350,F,C,2,S,T,2,1.028,1
JK_350_F_C_2_S_T_3,JK,350,F,C,2,S,T,3,1.01,1
JK_350_F_C_2_S_T_4,JK,350,F,C,2,S,T,4,0.943,1
JK_350_F_C_2_S_T_5,JK,350,F,C,2,S,T,5,0.961,1
JK_350_F_C_2_S_T_6,JK,350,F,C,2,S,T,6,1.067,1
JK_350_F_C_2_S_T_7,JK,350,F,C,2,S,T,7,0.901,1
JK_350_F_C_2_S_T_8,JK,350,F,C,2,S,T,8,0.993,1
JK_350_F_C_2_S_T_9,JK,350,F,C,2,S,T,9,0.856,1
JK_350_F_C_2_S_T_10,JK,350,F,C,2,S,T,10,0.985,1
JK_350_F_C_2_S_T_11,JK,350,F,C,2,S,T,11,0.886,1
JK_350_F_C_2_S_T_12,JK,350,F,C,2,S,T,12,0.846,1
JK_350_F_C_2_S_T_13,JK,350,F,C,2,S,T,13,0.975,1
JK_350_F_C_2_S_T_14,JK,350,F,C,2,S,T,14,1.017,1
JK_350_F_C_2_S_T_15,JK,350,F,C,2,S,T,15,0.967,1
JK_350_F_C_2_S_T_16,JK,350,F,C,2,S,T,16,0.894,1
JK_350_F_C_2_S_T_17,JK,350,F,C,2,S,T,17,0.942,1
JK_350_F_C_2_S_T_18,JK,350,F,C,2,S,T,18,0.748,1
JK_350_F_C_2_S_T_19,JK,350,F,C,2,S,T,19,0.912,1
JK_350_F_C_2_S_T_20,JK,350,F,C,2,S,T,20,0.969,1
JK_350_M_C_2_R_L-F_1,JK,350,M,C,2,R,L-F,1,0.547,1
JK_350_M_C_2_R_L-Ti_1,JK,350,M,C,2,R,L-Ti,1,0.461,1
JK_350_M_C_2_R_L-Ta_1,JK,350,M,C,2,R,L-Ta,1,0.197,1
JK_350_M_C_2_R_L-F_2,JK,350,M,C,2,R,L-F,2,0.548,1
JK_350_M_C_2_R_L-Ti_2,JK,350,M,C,2,R,L-Ti,2,0.447,1
JK_350_M_C_2_R_L-Ta_2,JK,350,M,C,2,R,L-Ta,2,0.179,1
JK_350_M_C_2_R_L-F_3,JK,350,M,C,2,R,L-F,3,0.549,1
JK_350_M_C_2_R_L-Ti_3,JK,350,M,C,2,R,L-Ti,3,0.452,1
JK_350_M_C_2_R_L-Ta_3,JK,350,M,C,2,R,L-Ta,3,0.204,1
JK_350_M_C_2_R_L-F_4,JK,350,M,C,2,R,L-F,4,0.495,1
JK_350_M_C_2_R_L-Ti_4,JK,350,M,C,2,R,L-Ti,4,0.411,1
JK_350_M_C_2_R_L-Ta_4,JK,350,M,C,2,R,L-Ta,4,0.159,1
JK_350_M_C_2_R_L-F_5,JK,350,M,C,2,R,L-F,5,0.499,1
JK_350_M_C_2_R_L-Ti_5,JK,350,M,C,2,R,L-Ti,5,0.424,1
JK_350_M_C_2_R_L-Ta_5,JK,350,M,C,2,R,L-Ta,5,0.173,1
JK_350_M_C_2_R_L-F_6,JK,350,M,C,2,R,L-F,6,0.535,1
JK_350_M_C_2_R_L-Ti_6,JK,350,M,C,2,R,L-Ti,6,0.46,1
JK_350_M_C_2_R_L-Ta_6,JK,350,M,C,2,R,L-Ta,6,0.185,1
JK_350_M_C_2_R_L-F_7,JK,350,M,C,2,R,L-F,7,0.602,1
JK_350_M_C_2_R_L-Ti_7,JK,350,M,C,2,R,L-Ti,7,0.437,1
JK_350_M_C_2_R_L-Ta_7,JK,350,M,C,2,R,L-Ta,7,0.175,1
JK_350_M_C_2_R_L-F_8,JK,350,M,C,2,R,L-F,8,0.586,1
JK_350_M_C_2_R_L-Ti_8,JK,350,M,C,2,R,L-Ti,8,0.476,1
JK_350_M_C_2_R_L-Ta_8,JK,350,M,C,2,R,L-Ta,8,0.175,1
JK_350_M_C_2_R_L-F_9,JK,350,M,C,2,R,L-F,9,0.524,1
JK_350_M_C_2_R_L-Ti_9,JK,350,M,C,2,R,L-Ti,9,0.419,1
JK_350_M_C_2_R_L-Ta_9,JK,350,M,C,2,R,L-Ta,9,0.171,1
JK_350_M_C_2_R_L-F_10,JK,350,M,C,2,R,L-F,10,0.529,1
JK_350_M_C_2_R_L-Ti_10,JK,350,M,C,2,R,L-Ti,10,0.45,1
JK_350_M_C_2_R_L-Ta_10,JK,350,M,C,2,R,L-Ta,10,0.186,1
JK_350_M_C_2_R_L-F_11,JK,350,M,C,2,R,L-F,11,0.538,1
JK_350_M_C_2_R_L-Ti_11,JK,350,M,C,2,R,L-Ti,11,0.425,1
JK_350_M_C_2_R_L-Ta_11,JK,350,M,C,2,R,L-Ta,11,0.169,1
JK_350_M_C_2_R_L-F_12,JK,350,M,C,2,R,L-F,12,0.484,1
JK_350_M_C_2_R_L-Ti_12,JK,350,M,C,2,R,L-Ti,12,0.459,1
JK_350_M_C_2_R_L-Ta_12,JK,350,M,C,2,R,L-Ta,12,0.194,1
JK_350_M_C_2_R_L-F_13,JK,350,M,C,2,R,L-F,13,0.546,1
JK_350_M_C_2_R_L-Ti_13,JK,350,M,C,2,R,L-Ti,13,0.416,1
JK_350_M_C_2_R_L-Ta_13,JK,350,M,C,2,R,L-Ta,13,0.166,1
JK_350_M_C_2_R_L-F_14,JK,350,M,C,2,R,L-F,14,0.519,1
JK_350_M_C_2_R_L-Ti_14,JK,350,M,C,2,R,L-Ti,14,0.41,1
JK_350_M_C_2_R_L-Ta_14,JK,350,M,C,2,R,L-Ta,14,0.161,1
JK_350_M_C_2_R_L-F_15,JK,350,M,C,2,R,L-F,15,0.537,1
JK_350_M_C_2_R_L-Ti_15,JK,350,M,C,2,R,L-Ti,15,0.446,1
JK_350_M_C_2_R_L-Ta_15,JK,350,M,C,2,R,L-Ta,15,0.191,1
JK_350_M_C_2_R_L-F_16,JK,350,M,C,2,R,L-F,16,0.542,1
JK_350_M_C_2_R_L-Ti_16,JK,350,M,C,2,R,L-Ti,16,0.444,1
JK_350_M_C_2_R_L-Ta_16,JK,350,M,C,2,R,L-Ta,16,0.19,1
JK_350_M_C_2_R_L-F_17,JK,350,M,C,2,R,L-F,17,0.563,1
JK_350_M_C_2_R_L-Ti_17,JK,350,M,C,2,R,L-Ti,17,0.47,1
JK_350_M_C_2_R_L-Ta_17,JK,350,M,C,2,R,L-Ta,17,0.178,1
JK_350_M_C_2_R_L-F_18,JK,350,M,C,2,R,L-F,18,0.594,1
JK_350_M_C_2_R_L-Ti_18,JK,350,M,C,2,R,L-Ti,18,0.509,1
JK_350_M_C_2_R_L-Ta_18,JK,350,M,C,2,R,L-Ta,18,0.189,1
JK_350_M_C_2_R_L-F_19,JK,350,M,C,2,R,L-F,19,0.546,1
JK_350_M_C_2_R_L-Ti_19,JK,350,M,C,2,R,L-Ti,19,0.443,1
JK_350_M_C_2_R_L-Ta_19,JK,350,M,C,2,R,L-Ta,19,0.175,1
JK_350_M_C_2_R_L-F_20,JK,350,M,C,2,R,L-F,20,0.539,1
JK_350_M_C_2_R_L-Ti_20,JK,350,M,C,2,R,L-Ti,20,0.443,1
JK_350_M_C_2_R_L-Ta_20,JK,350,M,C,2,R,L-Ta,20,0.185,1
JK_350_M_C_2_R_L-F_21,JK,350,M,C,2,R,L-F,21,0.548,1
JK_350_M_C_2_R_L-Ti_21,JK,350,M,C,2,R,L-Ti,21,0.437,1
JK_350_M_C_2_R_L-Ta_21,JK,350,M,C,2,R,L-Ta,21,0.162,1
JK_350_M_C_2_R_L-F_22,JK,350,M,C,2,R,L-F,22,0.494,1
JK_350_M_C_2_R_L-Ti_22,JK,350,M,C,2,R,L-Ti,22,0.399,1
JK_350_M_C_2_R_L-Ta_22,JK,350,M,C,2,R,L-Ta,22,0.164,1
JK_350_M_C_2_R_L-F_23,JK,350,M,C,2,R,L-F,23,0.537,1
JK_350_M_C_2_R_L-Ti_23,JK,350,M,C,2,R,L-Ti,23,0.44,1
JK_350_M_C_2_R_L-Ta_23,JK,350,M,C,2,R,L-Ta,23,0.157,1
JK_350_M_C_2_R_L-F_24,JK,350,M,C,2,R,L-F,24,0.562,1
JK_350_M_C_2_R_L-Ti_24,JK,350,M,C,2,R,L-Ti,24,0.463,1
JK_350_M_C_2_R_L-Ta_24,JK,350,M,C,2,R,L-Ta,24,0.189,1
JK_350_M_C_2_R_L-F_25,JK,350,M,C,2,R,L-F,25,0.415,1
JK_350_M_C_2_R_L-Ti_25,JK,350,M,C,2,R,L-Ti,25,0.402,1
JK_350_M_C_2_R_L-Ta_25,JK,350,M,C,2,R,L-Ta,25,0.137,1
JK_350_M_C_2_R_L-F_26,JK,350,M,C,2,R,L-F,26,0.536,1
JK_350_M_C_2_R_L-Ti_26,JK,350,M,C,2,R,L-Ti,26,0.452,1
JK_350_M_C_2_R_L-Ta_26,JK,350,M,C,2,R,L-Ta,26,0.183,1
JK_350_M_C_2_R_L-F_27,JK,350,M,C,2,R,L-F,27,0.543,1
JK_350_M_C_2_R_L-Ti_27,JK,350,M,C,2,R,L-Ti,27,0.448,1
JK_350_M_C_2_R_L-Ta_27,JK,350,M,C,2,R,L-Ta,27,0.168,1
JK_350_M_C_2_R_L-F_28,JK,350,M,C,2,R,L-F,28,0.539,1
JK_350_M_C_2_R_L-Ti_28,JK,350,M,C,2,R,L-Ti,28,0.396,1
JK_350_M_C_2_R_L-Ta_28,JK,350,M,C,2,R,L-Ta,28,0.19,1
JK_350_M_C_2_R_L-F_29,JK,350,M,C,2,R,L-F,29,0.562,1
JK_350_M_C_2_R_L-Ti_29,JK,350,M,C,2,R,L-Ti,29,0.461,1
JK_350_M_C_2_R_L-Ta_29,JK,350,M,C,2,R,L-Ta,29,0.171,1
JK_350_M_C_2_R_L-F_30,JK,350,M,C,2,R,L-F,30,0.524,1
JK_350_M_C_2_R_L-Ti_30,JK,350,M,C,2,R,L-Ti,30,0.423,1
JK_350_M_C_2_R_L-Ta_30,JK,350,M,C,2,R,L-Ta,30,0.166,1
JK_350_M_C_2_R_T_1,JK,350,M,C,2,R,T,1,0.853,1
JK_350_M_C_2_R_T_2,JK,350,M,C,2,R,T,2,0.862,1
JK_350_M_C_2_R_T_3,JK,350,M,C,2,R,T,3,0.869,1
JK_350_M_C_2_R_T_4,JK,350,M,C,2,R,T,4,0.826,1
JK_350_M_C_2_R_T_5,JK,350,M,C,2,R,T,5,0.818,1
JK_350_M_C_2_R_T_6,JK,350,M,C,2,R,T,6,0.887,1
JK_350_M_C_2_R_T_7,JK,350,M,C,2,R,T,7,0.89,1
JK_350_M_C_2_R_T_8,JK,350,M,C,2,R,T,8,0.931,1
JK_350_M_C_2_R_T_9,JK,350,M,C,2,R,T,9,0.815,1
JK_350_M_C_2_R_T_10,JK,350,M,C,2,R,T,10,0.83,1
JK_350_M_C_2_R_T_11,JK,350,M,C,2,R,T,11,0.832,1
JK_350_M_C_2_R_T_12,JK,350,M,C,2,R,T,12,0.82,1
JK_350_M_C_2_R_T_13,JK,350,M,C,2,R,T,13,0.957,1
JK_350_M_C_2_R_T_14,JK,350,M,C,2,R,T,14,0.799,1
JK_350_M_C_2_R_T_15,JK,350,M,C,2,R,T,15,0.898,1
JK_350_M_C_2_R_T_16,JK,350,M,C,2,R,T,16,0.844,1
JK_350_M_C_2_R_T_17,JK,350,M,C,2,R,T,17,0.972,1
JK_350_M_C_2_R_T_18,JK,350,M,C,2,R,T,18,0.959,1
JK_350_M_C_2_R_T_19,JK,350,M,C,2,R,T,19,0.878,1
JK_350_M_C_2_R_T_20,JK,350,M,C,2,R,T,20,0.814,1
JK_350_M_C_2_R_T_21,JK,350,M,C,2,R,T,21,0.814,1
JK_350_M_C_2_R_T_22,JK,350,M,C,2,R,T,22,0.788,1
JK_350_M_C_2_R_T_23,JK,350,M,C,2,R,T,23,0.847,1
JK_350_M_C_2_R_T_24,JK,350,M,C,2,R,T,24,0.883,1
JK_350_M_C_2_R_T_25,JK,350,M,C,2,R,T,25,0.736,1
JK_350_M_C_2_R_T_26,JK,350,M,C,2,R,T,26,0.841,1
JK_350_M_C_2_R_T_27,JK,350,M,C,2,R,T,27,0.793,1
JK_350_M_C_2_R_T_28,JK,350,M,C,2,R,T,28,0.852,1
JK_350_M_C_2_R_T_29,JK,350,M,C,2,R,T,29,0.898,1
JK_350_M_C_2_R_T_30,JK,350,M,C,2,R,T,30,0.851,1
JK_350_M_C_1_S_L-F_1,JK,350,M,C,1,S,L-F,1,0.489,1
JK_350_M_C_1_S_L-Ti_1,JK,350,M,C,1,S,L-Ti,1,0.379,1
JK_350_M_C_1_S_L-Ta_1,JK,350,M,C,1,S,L-Ta,1,0.157,1
JK_350_M_C_1_S_L-F_2,JK,350,M,C,1,S,L-F,2,0.451,1
JK_350_M_C_1_S_L-Ti_2,JK,350,M,C,1,S,L-Ti,2,0.384,1
JK_350_M_C_1_S_L-Ta_2,JK,350,M,C,1,S,L-Ta,2,0.151,1
JK_350_M_C_1_S_L-F_3,JK,350,M,C,1,S,L-F,3,0.515,1
JK_350_M_C_1_S_L-Ti_3,JK,350,M,C,1,S,L-Ti,3,0.442,1
JK_350_M_C_1_S_L-Ta_3,JK,350,M,C,1,S,L-Ta,3,0.167,1
JK_350_M_C_1_S_L-F_4,JK,350,M,C,1,S,L-F,4,0.544,1
JK_350_M_C_1_S_L-Ti_4,JK,350,M,C,1,S,L-Ti,4,0.437,1
JK_350_M_C_1_S_L-Ta_4,JK,350,M,C,1,S,L-Ta,4,0.171,1
JK_350_M_C_1_S_L-F_5,JK,350,M,C,1,S,L-F,5,0.592,1
JK_350_M_C_1_S_L-Ti_5,JK,350,M,C,1,S,L-Ti,5,0.485,1
JK_350_M_C_1_S_L-Ta_5,JK,350,M,C,1,S,L-Ta,5,0.197,1
JK_350_M_C_1_S_L-F_6,JK,350,M,C,1,S,L-F,6,0.448,1
JK_350_M_C_1_S_L-Ti_6,JK,350,M,C,1,S,L-Ti,6,0.38,1
JK_350_M_C_1_S_L-Ta_6,JK,350,M,C,1,S,L-Ta,6,0.139,1
JK_350_M_C_1_S_L-F_7,JK,350,M,C,1,S,L-F,7,0.489,1
JK_350_M_C_1_S_L-Ti_7,JK,350,M,C,1,S,L-Ti,7,0.441,1
JK_350_M_C_1_S_L-Ta_7,JK,350,M,C,1,S,L-Ta,7,0.178,1
JK_350_M_C_1_S_L-F_8,JK,350,M,C,1,S,L-F,8,0.513,1
JK_350_M_C_1_S_L-Ti_8,JK,350,M,C,1,S,L-Ti,8,0.447,1
JK_350_M_C_1_S_L-Ta_8,JK,350,M,C,1,S,L-Ta,8,0.173,1
JK_350_M_C_1_S_L-F_9,JK,350,M,C,1,S,L-F,9,0.476,1
JK_350_M_C_1_S_L-Ti_9,JK,350,M,C,1,S,L-Ti,9,0.392,1
JK_350_M_C_1_S_L-Ta_9,JK,350,M,C,1,S,L-Ta,9,0.164,1
JK_350_M_C_1_S_L-F_10,JK,350,M,C,1,S,L-F,10,0.554,1
JK_350_M_C_1_S_L-Ti_10,JK,350,M,C,1,S,L-Ti,10,0.48,1
JK_350_M_C_1_S_L-Ta_10,JK,350,M,C,1,S,L-Ta,10,0.175,1
JK_350_M_C_1_S_L-F_11,JK,350,M,C,1,S,L-F,11,0.448,1
JK_350_M_C_1_S_L-Ti_11,JK,350,M,C,1,S,L-Ti,11,0.369,1
JK_350_M_C_1_S_L-Ta_11,JK,350,M,C,1,S,L-Ta,11,0.143,1
JK_350_M_C_1_S_L-F_12,JK,350,M,C,1,S,L-F,12,0.516,1
JK_350_M_C_1_S_L-Ti_12,JK,350,M,C,1,S,L-Ti,12,0.443,1
JK_350_M_C_1_S_L-Ta_12,JK,350,M,C,1,S,L-Ta,12,0.192,1
JK_350_M_C_1_S_L-F_13,JK,350,M,C,1,S,L-F,13,0.455,1
JK_350_M_C_1_S_L-Ti_13,JK,350,M,C,1,S,L-Ti,13,0.431,1
JK_350_M_C_1_S_L-Ta_13,JK,350,M,C,1,S,L-Ta,13,0.174,1
JK_350_M_C_1_S_L-F_14,JK,350,M,C,1,S,L-F,14,0.547,1
JK_350_M_C_1_S_L-Ti_14,JK,350,M,C,1,S,L-Ti,14,0.464,1
JK_350_M_C_1_S_L-Ta_14,JK,350,M,C,1,S,L-Ta,14,0.192,1
JK_350_M_C_1_S_L-F_15,JK,350,M,C,1,S,L-F,15,0.484,1
JK_350_M_C_1_S_L-Ti_15,JK,350,M,C,1,S,L-Ti,15,0.416,1
JK_350_M_C_1_S_L-Ta_15,JK,350,M,C,1,S,L-Ta,15,0.168,1
JK_350_M_C_1_S_L-F_16,JK,350,M,C,1,S,L-F,16,0.513,1
JK_350_M_C_1_S_L-Ti_16,JK,350,M,C,1,S,L-Ti,16,0.429,1
JK_350_M_C_1_S_L-Ta_16,JK,350,M,C,1,S,L-Ta,16,0.206,1
JK_350_M_C_1_S_L-F_17,JK,350,M,C,1,S,L-F,17,0.456,1
JK_350_M_C_1_S_L-Ti_17,JK,350,M,C,1,S,L-Ti,17,0.385,1
JK_350_M_C_1_S_L-Ta_17,JK,350,M,C,1,S,L-Ta,17,0.157,1
JK_350_M_C_1_S_L-F_18,JK,350,M,C,1,S,L-F,18,0.535,1
JK_350_M_C_1_S_L-Ti_18,JK,350,M,C,1,S,L-Ti,18,0.463,1
JK_350_M_C_1_S_L-Ta_18,JK,350,M,C,1,S,L-Ta,18,0.174,1
JK_350_M_C_1_S_L-F_19,JK,350,M,C,1,S,L-F,19,0.505,1
JK_350_M_C_1_S_L-Ti_19,JK,350,M,C,1,S,L-Ti,19,0.422,1
JK_350_M_C_1_S_L-Ta_19,JK,350,M,C,1,S,L-Ta,19,0.148,1
JK_350_M_C_1_S_L-F_20,JK,350,M,C,1,S,L-F,20,0.475,1
JK_350_M_C_1_S_L-Ti_20,JK,350,M,C,1,S,L-Ti,20,0.388,1
JK_350_M_C_1_S_L-Ta_20,JK,350,M,C,1,S,L-Ta,20,0.145,1
JK_350_M_C_1_S_T_1,JK,350,M,C,1,S,T,1,0.793,1
JK_350_M_C_1_S_T_2,JK,350,M,C,1,S,T,2,0.715,1
JK_350_M_C_1_S_T_3,JK,350,M,C,1,S,T,3,0.859,1
JK_350_M_C_1_S_T_4,JK,350,M,C,1,S,T,4,0.884,1
JK_350_M_C_1_S_T_5,JK,350,M,C,1,S,T,5,0.98,1
JK_350_M_C_1_S_T_6,JK,350,M,C,1,S,T,6,0.767,1
JK_350_M_C_1_S_T_7,JK,350,M,C,1,S,T,7,0.822,1
JK_350_M_C_1_S_T_8,JK,350,M,C,1,S,T,8,0.834,1
JK_350_M_C_1_S_T_9,JK,350,M,C,1,S,T,9,0.808,1
JK_350_M_C_1_S_T_10,JK,350,M,C,1,S,T,10,0.893,1
JK_350_M_C_1_S_T_11,JK,350,M,C,1,S,T,11,0.771,1
JK_350_M_C_1_S_T_12,JK,350,M,C,1,S,T,12,0.827,1
JK_350_M_C_1_S_T_13,JK,350,M,C,1,S,T,13,0.784,1
JK_350_M_C_1_S_T_14,JK,350,M,C,1,S,T,14,0.884,1
JK_350_M_C_1_S_T_15,JK,350,M,C,1,S,T,15,0.84,1
JK_350_M_C_1_S_T_16,JK,350,M,C,1,S,T,16,0.854,1
JK_350_M_C_1_S_T_17,JK,350,M,C,1,S,T,17,0.738,1
JK_350_M_C_1_S_T_18,JK,350,M,C,1,S,T,18,0.904,1
JK_350_M_C_1_S_T_19,JK,350,M,C,1,S,T,19,0.82,1
JK_350_M_C_1_S_T_20,JK,350,M,C,1,S,T,20,0.758,1
JK_350_M_C_2_S_L-F_1,JK,350,M,C,2,S,L-F,1,0.546,1
JK_350_M_C_2_S_L-Ti_1,JK,350,M,C,2,S,L-Ti,1,0.455,1
JK_350_M_C_2_S_L-Ta_1,JK,350,M,C,2,S,L-Ta,1,0.191,1
JK_350_M_C_2_S_L-F_2,JK,350,M,C,2,S,L-F,2,0.5,1
JK_350_M_C_2_S_L-Ti_2,JK,350,M,C,2,S,L-Ti,2,0.433,1
JK_350_M_C_2_S_L-Ta_2,JK,350,M,C,2,S,L-Ta,2,0.197,1
JK_350_M_C_2_S_L-F_3,JK,350,M,C,2,S,L-F,3,0.476,1
JK_350_M_C_2_S_L-Ti_3,JK,350,M,C,2,S,L-Ti,3,0.386,1
JK_350_M_C_2_S_L-Ta_3,JK,350,M,C,2,S,L-Ta,3,0.168,1
JK_350_M_C_2_S_L-F_4,JK,350,M,C,2,S,L-F,4,0.497,1
JK_350_M_C_2_S_L-Ti_4,JK,350,M,C,2,S,L-Ti,4,0.405,1
JK_350_M_C_2_S_L-Ta_4,JK,350,M,C,2,S,L-Ta,4,0.181,1
JK_350_M_C_2_S_L-F_5,JK,350,M,C,2,S,L-F,5,0.531,1
JK_350_M_C_2_S_L-Ti_5,JK,350,M,C,2,S,L-Ti,5,0.438,1
JK_350_M_C_2_S_L-Ta_5,JK,350,M,C,2,S,L-Ta,5,0.191,1
JK_350_M_C_2_S_L-F_6,JK,350,M,C,2,S,L-F,6,0.501,1
JK_350_M_C_2_S_L-Ti_6,JK,350,M,C,2,S,L-Ti,6,0.391,1
JK_350_M_C_2_S_L-Ta_6,JK,350,M,C,2,S,L-Ta,6,0.184,1
JK_350_M_C_2_S_L-F_7,JK,350,M,C,2,S,L-F,7,0.524,1
JK_350_M_C_2_S_L-Ti_7,JK,350,M,C,2,S,L-Ti,7,0.417,1
JK_350_M_C_2_S_L-Ta_7,JK,350,M,C,2,S,L-Ta,7,0.179,1
JK_350_M_C_2_S_L-F_8,JK,350,M,C,2,S,L-F,8,0.564,1
JK_350_M_C_2_S_L-Ti_8,JK,350,M,C,2,S,L-Ti,8,0.449,1
JK_350_M_C_2_S_L-Ta_8,JK,350,M,C,2,S,L-Ta,8,0.176,1
JK_350_M_C_2_S_L-F_9,JK,350,M,C,2,S,L-F,9,0.494,1
